"n_killed","n_injured","n_guns_involved","cluster","n_subject_suspect","teens_involved","victim_age","drug_involved","gang_involved","bar","home_invasion","school","drive_by","month","weekday"
6,1,2,2,1,0,24.2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Apr","Wed"
1,4,1,4,2,1,18.4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Jun","Mon"
0,5,1,4,1,1,28.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Sun"
1,4,1,3,1,0,20,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Mon"
0,12,1,4,7,1,25.3846153846154,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Sep","Thu"
1,0,1,2,0,0,44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Fri"
1,0,1,4,1,0,56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Wed"
1,0,1,3,1,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Mon"
1,0,1,3,2,0,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Mon"
0,0,1,3,1,0,51,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Jan","Mon"
1,0,1,4,1,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Wed"
0,1,1,3,0,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Fri"
1,0,1,2,0,0,36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Tue"
0,1,1,3,2,0,38,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Jan","Wed"
1,0,1,2,1,0,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Wed"
1,3,1,3,1,1,16.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Wed"
0,0,1,2,1,1,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Sun"
1,0,1,4,1,1,14,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Feb","Wed"
0,1,1,3,1,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Sun"
1,0,1,4,0,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Tue"
0,1,1,2,0,0,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Sun"
1,0,1,1,1,0,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Tue"
1,0,1,4,0,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Tue"
1,0,1,4,2,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Thu"
0,3,1,4,0,1,18.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Fri"
1,0,1,4,1,1,20,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Apr","Sun"
2,0,1,3,1,0,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Sat"
1,0,1,4,0,1,16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Apr","Mon"
1,0,1,2,0,0,19,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Apr","Tue"
0,1,1,4,0,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Thu"
0,1,1,3,1,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Sat"
1,1,1,4,5,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Mon"
0,1,1,3,0,1,15,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"May","Sat"
0,0,1,3,3,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"May","Sun"
1,0,1,2,0,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"May","Sat"
1,0,1,2,1,0,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"May","Sun"
1,0,1,4,1,1,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"May","Sun"
1,0,1,2,2,0,43,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"May","Mon"
1,0,1,4,0,0,62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"May","Sat"
0,3,1,4,0,1,16.6666666666667,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"May","Mon"
1,0,1,4,0,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"May","Sat"
1,3,3,4,2,1,20,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Jun","Wed"
1,0,1,3,1,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jun","Fri"
0,1,1,3,4,0,43,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Jun","Fri"
0,1,1,3,0,1,14,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Jun","Thu"
1,1,1,4,0,1,15.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jun","Sat"
1,2,1,4,1,1,35.3333333333333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jun","Sat"
0,0,1,4,1,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jun","Mon"
0,1,1,4,0,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jun","Tue"
1,0,2,2,2,0,26,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Jun","Tue"
1,0,1,1,1,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jun","Tue"
0,1,1,4,0,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jun","Wed"
1,0,2,3,2,0,56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jun","Thu"
1,1,1,4,0,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jun","Mon"
2,0,1,4,1,0,34.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Fri"
1,0,1,3,0,1,14,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Jul","Fri"
1,0,1,1,0,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Sun"
1,0,1,2,0,0,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Wed"
1,0,1,2,0,0,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Wed"
1,0,1,2,1,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Fri"
0,3,1,3,0,1,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Sat"
1,0,1,2,1,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Sun"
1,0,1,2,1,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Sun"
0,1,1,3,0,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Sun"
0,2,1,3,0,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Sun"
0,0,1,2,1,0,63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Wed"
1,0,1,4,2,1,16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Jul","Fri"
0,1,1,4,0,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Jul","Fri"
1,1,1,2,1,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Sat"
1,3,1,2,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Sun"
1,0,1,3,0,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Mon"
1,0,1,4,1,1,16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Jul","Wed"
1,0,1,2,0,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Wed"
0,1,1,4,0,1,17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Jul","Thu"
1,0,1,2,0,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Mon"
1,0,1,1,1,0,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Thu"
1,2,1,3,3,1,16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Fri"
1,0,1,3,0,0,33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sun"
0,1,1,4,0,0,28,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Aug","Wed"
1,0,1,4,0,0,22,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Sat"
1,0,1,4,1,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sun"
1,0,1,1,1,0,36,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sun"
0,1,1,2,1,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Mon"
1,0,1,4,0,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Aug","Tue"
1,0,1,3,0,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sun"
1,0,1,4,4,0,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Wed"
1,0,1,3,1,1,14,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Sun"
1,1,1,4,0,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Mon"
0,1,1,4,1,0,47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sun"
1,0,1,2,2,0,39,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sat"
1,0,1,3,1,1,28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sun"
0,1,1,4,1,0,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Thu"
1,0,1,3,0,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sat"
1,0,1,4,1,0,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sun"
0,2,1,4,1,0,38.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sun"
0,1,1,2,1,0,47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sat"
1,1,1,3,5,1,17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sun"
0,1,1,4,0,1,17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Sep","Mon"
1,0,1,4,1,0,20,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Oct","Sat"
0,1,1,2,1,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Fri"
0,1,1,3,0,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sat"
1,0,1,4,0,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
0,1,1,4,1,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Tue"
0,2,1,3,1,0,49.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Thu"
1,0,1,3,1,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Mon"
0,1,1,4,0,1,15,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Oct","Tue"
1,0,1,4,1,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Oct","Thu"
1,0,1,4,1,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
0,1,1,2,1,1,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
1,0,1,4,0,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Sun"
0,2,1,2,1,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Mon"
0,1,1,4,3,0,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Oct","Wed"
1,0,1,2,1,0,53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Nov","Tue"
0,1,1,3,2,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Nov","Wed"
0,1,1,2,1,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Nov","Wed"
0,2,1,4,1,0,33.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Nov","Tue"
1,0,1,2,0,0,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Nov","Wed"
1,0,1,1,1,0,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Nov","Thu"
0,2,1,3,1,0,32.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Nov","Thu"
0,0,1,2,1,0,20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Nov","Sat"
1,1,1,2,0,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Nov","Wed"
1,0,1,3,2,1,18,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Nov","Fri"
0,1,1,2,1,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Thu"
0,1,1,4,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Thu"
0,1,1,4,0,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Fri"
0,1,1,2,1,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Fri"
1,0,1,3,2,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Fri"
0,1,1,4,1,0,38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Sat"
0,1,1,4,1,0,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Sat"
0,1,1,4,0,0,52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Sat"
1,1,1,3,0,0,37.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Sun"
0,1,1,1,1,0,26,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Dec","Sun"
0,1,1,3,1,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Sun"
0,1,1,4,0,0,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Sun"
0,1,1,3,1,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Mon"
0,1,1,3,0,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Mon"
0,1,1,4,1,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Mon"
0,1,1,3,1,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Mon"
0,1,1,4,2,1,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Tue"
0,1,1,3,0,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Tue"
0,1,1,4,1,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Tue"
0,1,1,4,0,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Dec","Tue"
0,1,1,4,1,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Tue"
0,1,1,3,0,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Tue"
1,1,1,2,1,0,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Wed"
0,1,1,4,0,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Thu"
1,0,1,4,0,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Thu"
0,1,1,4,0,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Fri"
0,1,1,3,0,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Fri"
0,0,1,2,1,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Fri"
0,2,1,4,1,0,29.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Dec","Fri"
0,1,1,3,1,0,21,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Dec","Fri"
0,1,1,3,1,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Fri"
1,0,1,3,1,0,28,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Dec","Fri"
0,1,1,3,1,0,32,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Dec","Sat"
0,1,1,3,0,0,18,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Dec","Sat"
0,1,1,4,1,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Sat"
0,1,1,3,0,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Sat"
0,2,1,3,1,0,23.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Sat"
1,0,1,4,4,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Sat"
1,0,1,4,0,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Dec","Sat"
0,1,1,3,0,0,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Sun"
0,2,1,3,1,0,29,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Dec","Sun"
0,1,1,2,1,0,27,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Dec","Sun"
1,1,1,4,1,1,18,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Dec","Sun"
0,1,1,4,0,0,36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Sun"
0,1,1,4,1,0,33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Mon"
1,0,1,3,0,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Mon"
1,0,1,4,0,0,18,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Dec","Mon"
0,1,1,2,1,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Mon"
1,0,1,4,0,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Tue"
1,0,1,3,0,0,31,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Dec","Tue"
0,1,1,4,1,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Tue"
1,0,1,3,1,0,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Tue"
1,0,1,3,1,0,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Tue"
1,0,1,3,0,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Wed"
0,2,1,4,1,0,21.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Wed"
0,1,1,3,1,0,57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Wed"
0,1,1,3,0,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Dec","Wed"
0,1,1,4,1,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Wed"
0,1,1,3,1,0,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Wed"
0,1,1,3,1,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Wed"
1,0,1,3,1,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Fri"
0,2,1,4,1,0,23.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Fri"
0,1,1,4,0,0,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Fri"
0,1,1,3,0,0,23,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Dec","Fri"
0,1,1,4,0,0,33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Fri"
0,1,1,4,0,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Fri"
0,1,1,4,0,0,23,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Dec","Fri"
0,1,1,3,1,0,36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Fri"
1,0,1,4,1,0,19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Dec","Fri"
0,1,1,3,0,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Sat"
0,1,1,4,0,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Sat"
4,0,1,1,1,0,14.5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Dec","Sat"
0,1,1,3,0,0,39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Sat"
0,1,1,3,1,0,20,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Dec","Sat"
0,1,1,2,1,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Sun"
0,1,1,4,0,1,17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Dec","Sun"
0,1,1,4,0,0,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Sun"
1,1,1,3,1,0,26.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Sun"
1,0,1,4,1,0,44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Sun"
0,1,1,3,0,0,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Sun"
0,1,1,4,1,0,24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Dec","Sun"
0,1,1,4,1,0,40,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Dec","Mon"
0,1,1,4,1,0,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Mon"
0,1,1,3,1,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Dec","Mon"
1,0,1,4,1,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Tue"
1,0,1,3,0,0,38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Tue"
0,1,1,3,0,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Tue"
0,1,1,4,1,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Tue"
1,0,1,4,1,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Tue"
0,1,1,3,1,0,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Tue"
0,1,1,4,0,0,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Wed"
0,1,1,4,1,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Wed"
2,0,1,2,1,0,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Wed"
0,1,1,4,1,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Thu"
0,1,1,4,0,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Dec","Fri"
0,1,1,3,0,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Fri"
0,1,1,4,0,1,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Fri"
0,1,1,4,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Sat"
0,1,1,3,1,0,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Sun"
1,0,1,3,0,0,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Sun"
0,1,1,4,0,0,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Sun"
0,1,1,3,0,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Dec","Sun"
2,1,1,4,0,0,25.6666666666667,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Dec","Sun"
0,1,1,4,1,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Sun"
0,1,1,4,1,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Sun"
0,2,1,4,1,0,29.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Sun"
0,1,1,3,0,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Mon"
0,1,1,4,0,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Tue"
1,0,1,4,3,0,33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Wed"
0,1,1,2,1,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dec","Wed"
0,1,1,3,1,0,33,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Jan","Thu"
0,1,1,4,0,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Thu"
1,0,1,2,0,0,34,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Jan","Thu"
0,2,1,2,0,0,18.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Thu"
0,1,1,3,1,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Fri"
1,0,1,1,1,0,41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Fri"
1,0,1,3,1,1,14,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Jan","Fri"
1,0,1,3,1,0,33,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Jan","Fri"
1,0,1,3,0,0,39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Sat"
0,1,1,3,0,0,36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Sat"
0,3,1,4,1,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Sat"
0,1,1,3,0,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Sat"
0,1,1,4,0,0,56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Sat"
0,1,1,2,1,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Sun"
1,0,1,4,0,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Mon"
2,1,1,4,1,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Tue"
0,1,1,4,0,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Thu"
0,1,1,3,0,0,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Thu"
0,1,1,4,0,0,27,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Jan","Thu"
0,1,1,1,0,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Thu"
1,0,1,3,1,0,51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Thu"
1,1,1,3,1,0,33,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Fri"
1,0,1,4,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Fri"
0,1,1,4,1,1,15,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Jan","Sat"
